name,aff_no,state,district,address,pincode,ph_no,email,website,status
ARYAMAN PUBLIC SCHOOL,2730756,DELHI,SOUTH WEST DELHI,"ARYAMAN PUBLIC SCHOOL, RZ-127, MAIN KHAIRA ROAD, NAJAFGARH, NEW DELHI-110043",110043,,madamsunil6@gmail.com,,Secondary School
HOLY PUBLIC SCHOOL,2130127,UTTAR PRADESH,AGRA,SIKANDRA ROAD AGRA UTTAR PRADESH,282302,0562,rtomar45@gmail.com,,Senior Secondary
SRI SATHYA SAI VIDYAPEETH,930014,KERALA,KOZHIKODE,"SRI SAILAM  KATALUR POST CALICUT, KOZHIKODE DIST. KERALA",673531,0496,pcrao2011@gmail.com,,Senior Secondary
JAWAHAR NAVODAYA VIDYALAYA,1040023,MADHYA PRADESH,MORENA,MANPUR P O JOURA DISTT MORENA MADHYA PRADESH,476221,,pmsreekumar63@gmail.com,,Senior Secondary
COLONEL S. N. MISHRA OBE MEMORIAL SCHOOL,2131470,UTTAR PRADESH,LUCKNOW,"SOUTH CITY, F BLOCK, LUCKNOW",226012,,swatitrivedi116@gmail.com,,Senior Secondary
SANSKAR INTERNATIONAL SCHOOL,1730363,RAJASTHAN,JODHPUR,"BEHIND LARIYA RESORTS, PAL-CHOPASNI BYE PASS ROAD, CHOPASNI",342009,01482,principal@sanskar.edu.in,http://www.sanskarschool.com,Senior Secondary
ST.PAUL PUBLIC SCHOOL,1930350,TAMILNADU,CUDDALORE,"39/2, KUMBAKONAM MAIN ROAD, PANIKANKUPPAM,
PANRUTI, KADAMPULIYUR, CUDDALORE, TAMIL NADU-607106",607106,,stpaulcbsepanruti@gmail.com,,Secondary School
KENDRIYA VIDYALAYA,3400012,JHARKHAND,,PATRATU PO DIESEL COLONY PATRATU HAZARIBAGH DISTT JHARKHAND,829120,0342,prinkvptigga@gmail.com,http://www.kvburdwan.net,Senior Secondary
SOPHIA CONVENT SCHOOL,1030410,MADHYA PRADESH,KHANDWA,"INDORE ROAD, KHANDWA",450001,0496,sophiaconvent@rediffmail.com,,Senior Secondary
DIVYA JYOTI  PUBLIC SCHOOL,2132618,UTTAR PRADESH,BAGHPAT,"VILL-  KYAMPUR,POST- SURAJ BAGPAT",250601,,swetaanwar@gmail.com,http://www.djps.com,Secondary School
JAIN BHARTI MODEL SCHOOL,2730319,DELHI,,E BLOCK SECTOR 16 ROHINI DELHI,110085,,jbmsbharti@gmail.com,,Senior Secondary
MES CENTRAL SCHOOL,930371,KERALA,MALAPPURAM,TANUR NADAKKAVU DISTT MALAPPURAM KERALA,676302,0494,anishasultana1979@gmail.com,,Senior Secondary
EKLAVYA PUBLIC SCHOOL,1130275,MAHARASHTRA,KOLHAPUR,"WAGHABILL -DANEWADI, PANHALA, KOHAPUR",416201,,shailapkarnekar@gmail.com,,Secondary School
GOVT BOYS SR SEC SCHOOL,2750027,DELHI,,Q BLOCK MANGOLPURI DELHI,110083,,,,Senior Secondary
ALLIED INTERNATIONAL SCHOOL,330636,BIHAR,GAYA,"REGANICHAK, BELAGANJ, GAYA, BIHAR- 804403",804403,,alliedinternationalschool@gmail.com,,Secondary School
A M WORLD SCHOOL,2132921,UTTAR PRADESH,SAMBHAL,MAULAGARH,244412,,amworldschool@gmail.com,http://www.amworldschool.com,Secondary School
"PANDIT NARMADA PRASAD MEMORIAL PUBLIC SCHOOL, KANJAI",1030891,MADHYA PRADESH,NARSIMHAPUR,"GRAM- KANJAI, P.O. KANJAI, TEH. - GOTEGOAN, DIST. - NARSINGHPUR, M.P.",487118,,mailbox.kanjai@rediffmail.com,,Secondary School
CHINMAYA VIDYALAYA,930082,KERALA,KASARGUD,ATHIYAMBOOR KANHANGAD P.O KASARAGOD DISTT KERALA,671315,0499,chandranc1975@gmail.com,,Senior Secondary
KENDRIYA VIDYALAYA,1700056,RAJASTHAN,,BSF POKARAN JAISALMER RAJASTHAN,345021,06670,kvpokaran@gmail.com,http://www.kvnhpclok.org,Senior Secondary
THE RICHMOND PUBLIC SCHOOL,1930769,TAMILNADU,ERODE,"140/1B,KUNNATHUR ROAD,SEENAPURAM[PO], PERUNDURAI[TK]",638057,,therichmondschool@gmail.com,http://www.therichmondschools.com,Secondary School
KENDRIYA VIDYALAYA,3500041,UTTARAKHAND,BAGESHWAR,"HIMALAYAN VIEW, KAUSANI, DISTT. BAGESHWAR, UTTRAKHAND",263620,05962,srajwar14@gmail.com,http://www.kv2vasco.com,Senior Secondary
CRESCENT PUBLIC SCHOOL,630215,HIMACHAL PRADESH,KANGRA,P.O.BANURI,176061,,manubh31@gmail.com,,Senior Secondary
PINNACLE PUBLIC SCHOOL,430232,GUJARAT,GANDHINAGAR,"105/A, LIMBADIA, N.H. 8, NARMADA CANAL, GANDHINAGAR.",382330,,santosh65singh@gmail.com,http://www.pinnaclepublicschool.com,Secondary School
CHRIST CHURCH BOYS SENIOR SECONDARY SCHOOL,1030047,MADHYA PRADESH,JABALPUR,"SLEEMAN ROAD, NORTH CIVIL LINES, JABALPUR - MADHYA PRADESH",482001,04712,ccbss_jbp@yahoo.com,http://www.ccbsss.org,Senior Secondary
SHIKHA DEEP VIDYALAYA,2730467,DELHI,,C-59 VIKAS NAGAR HASTSAL NEW DELHI,110059,0431,girsa36@gmail.com,,Secondary School
SETH M R JAIPURIA SCHOOL,2132564,UTTAR PRADESH,BARABANKI,"VILL- SURSANDA,POST - RASAULI",225001,,principal.barabanki@jaipuriaschools.ac.in,http://www.jaipuriaschools.ac.in/barabanki,Secondary School
"DAV PUBLIC SCHOOL, NABINAGAR",330256,BIHAR,AURANGABAD,"AT + PO - NABINAGAR
DIST - NABINAGAR",824301,,drrkdubey2001@gmail.com,,Senior Secondary
"ARAVALI HILLS PUBLIC SCHOOL ,TANKRI",530702,HARYANA,REWARI,"V.P.O-TANKRI
DISTT-REWARI HARYANA",123412,0631,sureshkumari91967@gmail.com,,Senior Secondary
KENDRIYA VIDYALAYA,700015,JAMMU & KASHMIR,KISHTWAR,"DUL-HASTI PROJECT KISHTWAR JAMMU DISTT., JAMMU & KASHMIR",182204,01748,kwlsng57@gmail.com,http://www.kvkishtwar.com,Senior Secondary
AARYANS SCHOOL,1130218,MAHARASHTRA,PUNE,"S.NO.12/15,BHILAREWADI, TALUKA-HAVELI, DIST. PUNE",411046,0490,paaryans@gmail.com,http://www.aaryanschool.com,Secondary School
PRANAVANANDA VIDYA MANDIR,2030005,TRIPURA,WEST TRIPURA,KANCHAN PALLI BADHARGHAT PO NTPC WEST TRIPURA AGARTALA,799014,0381,ratnamajumder91@gmail.com,,Senior Secondary
AIS ENGLISH MEDIUM SCHOOL,930515,KERALA,MALAPPURAM,ARAKKUPARAMBA PO PERINTALMANNA MALAPPURAM DISTT KERALA,679322,04933,robinsonshibi@gmail.com,,Secondary School
STAR PUBLIC SCHOOL,1730306,RAJASTHAN,ALWAR,3 RD MILE STONE,301404,01764,principal.starpublic@gmail.com,,Senior Secondary
MAMTA NIKETAN CONVENT SCHOOL,1630279,PUNJAB,TARANTARAN,NEAR POLICE COLONY AMRITSAR ROAD TARANTARAN DISTT PUNJAB,143401,01852,channikamboj@gmail.com,,Senior Secondary
DEEP MEMIAL PUBLIC SCHOOL,2130107,UTTAR PRADESH,GHAZIABAD,DEEP VIHAR (RAMPRASTHA) PO CHANDER NAGAR GHAZIABAD UTTAR PRADESH,201011,,deepmemorial1988@gmail.com,,Senior Secondary
VISHWAKSENA GLOBAL SCHOOL,1930496,TAMILNADU,THIRUVALLUR,"POLLIVAKKAM,SRIPERUMBUDUR-THIRUVALLUR HIGHWAY,THIRUVALLUR.",602002,,direct@vishwaksenaglobalschool.g,http://www.vishwaksenaglobalschool.g,Secondary School
GYAN SAGAR GIRLS ACADEMY,1030345,MADHYA PRADESH,UJJAIN,"NEAR JANTAR MANTAR,
CHINTAMAN ROAD, UJJAIN, MADHYA PRADESH",456001,,gsgaujjain@gmail.com,,Senior Secondary
ADARSH SHRAMIK UCHCH VIDYALAYA,3430084,JHARKHAND,DHANBAD,GOLUKDIH OPEN CART PROJECT AT- GOLUKDIH P.O.JHARIA DISTT.DHANBAD JHARKHAND,828111,,asuvidyalaya@ymail.com,,Secondary School
SCHOLARS INDIA SENIOR SECONDARY SCHOOL,330590,BIHAR,MUZAFFARPUR,"VILLAGE JAMHARUA
POST PURUSHOTTAMPUR
PS MANIYARI
BLOCK KUDHANNI
DISTT MUZAFFARPUR",842002,,,,Secondary School
BRIJ DHAM VIDYA MANDIR,2131721,UTTAR PRADESH,MATHURA,"VILLAGE - PALI DUNGRA, POST - SONKH, DISTT. - MATHURA",281123,,bdvmmathura@gmail.com,,Senior Secondary
GOVT GIRLS SR SEC SCHOOL,2764006,DELHI,,SRINIWASPURI NEW DELHI,110065,,ggsss65@gmail.com,,Senior Secondary
GOENKA INTERNATIONAL SCHOOL,2430203,WEST BENGAL,BURDWAN,"NACHAN ROAD, KAMALPUR",713204,,gis.durgapur@gmail.com,http://www.gisoet.org,Secondary School
EDU ASIA INTERNATIONAL SCHOOL,830580,KARNATAKA,RAICHUR,SY.NO: 937/B BOLAMANDODDI ROAD.,584103,,rahuleduasia@gmail.com,,Secondary School
SEVASADAN ENGLISH MEDIUM SCHOOL,1130690,MAHARASHTRA,PUNE,"1410, PATWARDHAN BAUG, ERANDAWANE, SURVEY NO. 8 & 13, NEAR VAKIL NAGAR",411004,,ogale.radhika@yahoo.com,http://sevasadanschool.in,Secondary School
AMALA  SCHOOL,930790,KERALA,KOTTAYAM,T.V. PURAM P.O. MOOTHEDATHUKAVU,686606,0562,shajiepaul@gmail.com,,Secondary School
DASHMESH PUBLIC SCHOOL,1631034,PUNJAB,BARNALA,MODEL TOWN H.NO.428,148108,,meenubala883@gmail.com,,Secondary School
MOTHERLAND PUBLIC SCHOOL,2130917,UTTAR PRADESH,SAHARANPUR,"RAMPUR MANIHARAN, SAHARANPUR, UTTAR PRADESH",247001,0485,shalubhuryan@gmail,,Senior Secondary
DAFFODIL'S HOME SEC. SCHOOL,1820147,SIKKIM,,"DEVELOPMENT AREA,",737101,03595,sdhylma@yahoo.co.in,khanisirbongwestsikkim.in,Secondary School
GREEN FIELD PUBLIC SCHOOL,3530409,UTTARAKHAND,ALMORA,JAKHAN DEVI ALMORA,263601,,,,Secondary School
MMSKV ENGLISH MEDIUM SCHOOL,931212,KERALA,ALAPPUZHA,"PALACHUVADU
PULIYOOR P.O
CHENGANNUR
ALAPPUZHA DIST
KERALA STATE",689510,,shanthamohan01@gmail.com,,Secondary School
CHRIST MEMORIAL HIGHER SECONDARY SCHOOL,1030795,MADHYA PRADESH,BHOPAL,BAIRAGARH BHOPAL,462030,,anita.bajpai@yahoo.co.in,,Senior Secondary
ARMY SCHOOL,280004,ASSAM,SONITPUR,SOLMARA TEZPUR DT- SONITPUR ASSAM,784001,03712,as_tezpur@yahoo.com,,Senior Secondary
LITTLE STAR PUBLIC SCHOOL,2132151,UTTAR PRADESH,GHAZIABAD,"G-BLOCK, RAM PARK EXTN., LONI, GHAZIABAD",201102,,tomarsp74@gmail.com,,Secondary School
H. D. PUBLIC SCHOOL,531094,HARYANA,ROHTAK,V & PO BALAND DISTT. ROHTAK (HARYANA),124029,,hdpsbaland@gmail.com,,Senior Secondary
RAMJAS SCHOOL,2730049,DELHI,WEST DELHI,PUSA ROAD NEW DELHI,110005,011,mohinibindra@hotmail.com,,Senior Secondary
GOVT BOYS SEC SCHOOL,2754091,DELHI,,D D A FLATS PHASE II KALKAJI NEW DELHI,110019,011,raksgh@gmail.com,,Secondary School
"AXEL PUBLIC SCHOOL, LOKHRA,GUWAHATI, ASSAM",230102,ASSAM,KAMRUP,"AXEL PUBLIC SCHOOL,PO-LOKHRA, VILL- LOKHRA, PS-BASISTHA",781034,0477,montigogoichoudhury@gmail.com,http://www.axelpublicschool.com,Senior Secondary
ST XAVIER'S HIGH SCHOOL,2131074,UTTAR PRADESH,AZAMGARH,AILWAL AZAMGARH,276001,,nileshramkrishna@rediffmail.com,,Senior Secondary
VIDYAVARDHAKA SANGHA B M SRI EDUCATIONAL INSTITUTIONS,830225,KARNATAKA,MYSORE,"P-20, III CROSS, KUVEMPUNAGAR",570023,0821,padminiramsesh91@gmail.com,http://www.triveni.org,Secondary School
CHANDRASEKHAR ENGLISH MEDIUM SCHOOL,1530233,ODISHA,KEONJHAR,"AT-RAMLA,PO-CHAMPUA",758041,,principal@cemschool.org,http://www.chandrasekharenglishmediumschool.com,Secondary School
RAMAEESH INTERNATIONAL SCHOOL,2130532,UTTAR PRADESH,GAUTAM BUDH NAGAR,3  INSTITUTIONAL AREA KASNA ROAD GREATER NOIDA UTTAR PRADESH,201310,0120,shikhasingh05@yahoo.in,,Senior Secondary
PEARL CENTRAL ACADEMY,1730718,RAJASTHAN,JAIPUR,"RAILWAY STATION ROAD BASSI, JAIPUR",303301,,ajaysaxena.saxena5@gmail.com,,Secondary School
"MOUNT LITERA ZEE SCHOOL, SILVER OAK ENCLAVE LOHARKA ROAD, AMRITSAR",1630988,PUNJAB,AMRITSAR,"SILVER OAK ENCLAVE, LOHARKA ROAD,",143001,,principal@mountliteraamritsar.com,,Secondary School
GOVT SARVODAYA GIRLS SR SEC SCHOOL,2762053,DELHI,,KHAJURI KHAS DELHI DELHI,110094,011,promilarani1@gmail.com,,Senior Secondary
E.C. RAILWAY INTER COLLEGE,380007,BIHAR,,"GARHARA P.O . GARHARA.P.S. BARAUNI, BEGUSARAI ,BIHAR",790115,04672,,,Senior Secondary
JAWAHAR NAVODAYA VIDYALAYA,1540029,ODISHA,BARGARH,P O PAIKMAL DISTT BARGARH ORRISA,768039,6684,sobhanbabu2007@gmail.com,,Senior Secondary
SPRING BELLS DAY BOARDING SENIOR SECONDARY SCHOOL,1631203,PUNJAB,LUDHIANA,"STREET NO. 2, CHANDER NAGAR, ZINATH COLONY",141001,,springbells@yahoo.com,http://www.springbellsschool.com,Senior Secondary
SAINT SOLDIER MODERN SR SEC SCHOOL,1630857,PUNJAB,GURDASPUR,"D.B.N. ROAD, GURDASPUR CITY",143521,,principal.harjit@gmail.com,,Senior Secondary
"SRI RAM KRISHAN DAV PUBLIC SCHOOL,",3430320,JHARKHAND,GIRIDIH,VIVEKANAND MARG SURIYA,825320,,davsuriya@gmail.com,,Senior Secondary
"DAV PUBLIC SCHOOL,",330333,BIHAR,ROHTAS,"DEHRI-PATNA ROAD, DALMIYANAGAR",821305,,davdehri163@gmail.com,,Senior Secondary
PREET PUBLIC SEC SCHOOL,2730202,DELHI,EAST DELHI,"C-48 LAL KOTHI PREET VIHAR, DISTT EAST DELHI, DELHI",110092,0288,veena.pps@gmail.com,,Senior Secondary
GOVT BOYS SR SEC SCHOOL,2754001,DELHI,,HARI NAGAR ASHRAM NEW DELHI,110014,011,ksdhama15@gmail.com,,Senior Secondary
HOLY CHILD SCHOOL,530030,HARYANA,KURUKESHTRA,"SECT-13, KURUKSHETRA, HARYANA",136118,01744,holychildschool255@rediffmail.com,,Secondary School
B.K. BIRLA PUBLIC SCHOOL,1130054,MAHARASHTRA,THANE,"BIRLA COLLEGE ROAD, KALYAN,DISTT. THANE , MAHARASHTRA-421 304",421304,009771,ranjnajangra@gmail.com,,Senior Secondary
ABHINAV VIDYALAYA CHHALESAR,2120030,UTTAR PRADESH,,"BLOCK- JAWAN SIKANDARPUR, DISTT. ALIGARH UP",,,qybhavan@yahoo.co.in,,Secondary School
SRI GURU HARKRISHAN INTL SCHOOL,1630403,PUNJAB,AMRITSAR,D BLOCK RANJIT AVENUE AMRITSAR PUNJAB,143001,0183,ripumalhotra@yahoo.com,,Senior Secondary
GOVT. HIGH SCHOOL,3220006,LAKSHADWEEP,LAKSHADWEEP,"ANDROTH ISLAND, UT OF LAKSHADWEEP",682551,04893,georgeainiadan@gmail.com,,Secondary School
NEW HORIZON PUBLIC SCHOOL,330707,BIHAR,DARBHANGA,"MOH:ALAFGUNG, KAIDRABAD",846004,,akdubey.nhps@gmail.com,http://www.nhpsdarbhanga.com,Secondary School
LORD KRISHNA INTERNATIONAL SCHOOL,530421,HARYANA,GURGAON,VPO JAMAL PUR GURGAON HARYANA,123503,0124,lkips2002@gmail.com,http://www.lordkrishnaschool.org,Senior Secondary
THE INDIAN PUBLIC SCHOOL,1930641,TAMILNADU,KARUR,"371/1 & 379/1, PAZHAMAPURAM VILLAGE, POOLAMPALAYAM(POST) KARUR TAMIL NADU- 639 008",639008,,neil@tipsglobal.org,http://www.tipsglobal.org,Senior Secondary
ST. LAWRENCE PUBLIC SCHOOL,1730659,RAJASTHAN,JAIPUR,"N.H.11, JAITPURA, CHOMU, JAIPUR",303704,,slpsjaitpura@gmail.com,http://www.saintlawrencejaitpura.co.in,Secondary School
CHINMAYA VIDYALAYA,130096,ANDHRA PRADESH,KURNOOL,DOOR NO.70C/XX NEAR STATE BANK OF INDIA ADONI   KURNOOL DIST. ANDHRA PRADESH,518301,08512,cv.adoni999@gmail.com,,Secondary School
NAG VIDYASHRAM SCHOOL,1930224,TAMILNADU,VELLORE,"SUMAITHANGI, VELLORE DIST, TAMILNADU",632508,011,nagsrsecschool@gmail.com,http://www.nag.org,Senior Secondary
GOVT GIRLS SR SEC SCHOOL NO 1,2766039,DELHI,,PUNJABI BAGH NEW DELHI,110026,,,,Senior Secondary
PHOENIX GREENS SCHOOL OF LEARNING,3630119,TELANGANA,RANGAREDDY,"SY.NO.122, KOKAPET (V)RAJENDRA NAGAR, HYDERABAD",500075,,venkatchevuri@gmail.com,http://www.phoenixgreens.com,Secondary School
MODERN SR. SEC. SCHOOL,530953,HARYANA,REWARI,"VILL - MIRPUR 
P.O.- MIRPUR 
DISTT. REWARI",123401,,m9416577791@gmail.com,http://www.modernschool.org,Senior Secondary
MEHR CHAND MAHAJAN D A V SENIOR SECONDARY PUBLIC SCHOOL,630035,HIMACHAL PRADESH,KANGRA,BAGHNI NURPUR DISTT. KANGRA HIMACHAL PRADESH,176202,009771,mcmdavps@yahoo.co.in,,Senior Secondary
BD JAIN MODERN SCHOOL,2430081,WEST BENGAL,COOCH BEHAR,BINAPATTI EAST KHAGRA BARI PO & DISTT CAOCH BEHAR WEST BENGAL,736101,03582,,,Senior Secondary
BLOOMING BUDS PUBLIC SCHOOL,2130815,UTTAR PRADESH,,MOHALLA NEW GARIWAN MAINPURI UP,205001,95120,bbpsmainpuri@gmail.com,http://www.apeejay.edn,Senior Secondary
ODISHA ADARSHA VIDYALAYA,1520058,ODISHA,,"AT. NEGIPALI, P.O-BISA, DISTT. NUAPADA-766104",,,,,Secondary School
GOVT BOYS SR SEC SCHOOL,2756108,DELHI,,"F-BLOCK, BUDH NAGAR, INDERPURI, NEW DELHI-110012",110012,011,mp0402@gmail.com,,Senior Secondary
R.B.S.M. PUBLIC SCHOOL,531219,HARYANA,GURGAON,"V.P.O.-BHONDSI, DISTT.-GURGAON",122102,,publicschoolrbsm@gmail.com,http://www.rbsmschool.com,Senior Secondary
HOLY FAMILY VISITATION PUBLIC SCHOOL,931123,KERALA,ALAPPUZHA,"KATTO P.O
KALAVO, AMBALAPPUZHA,",688522,,pereirajaya@gmail.com,,Secondary School
S S CHILDREN ACADEMY,2130242,UTTAR PRADESH,MORADABAD,(NEAR VIVEKANAND HOSPITAL) OPP POLYTECHNIC KANTH ROAD MORADABAD UTTAR PRADESH,244001,0591,ss_academy@hotmail.com,,Senior Secondary
G.R.PUBLIC SCHOOL,2131193,UTTAR PRADESH,GHAZIABAD,"BHOAPUR MASTAN NAGAR
SIMBHAOLI",245207,0591,grpublicschoolsimbhaoli@gmail.com,,Secondary School
"SHRI RAM SENIOR SECONDARY SCHOOL,BHORA KALAN",530815,HARYANA,GURGAON,"VILLAGE- BHORA KALAN, DISTT- GURGAON , HARYANA",122413,044,shyambirchauhan@gmail.com,,Senior Secondary
RAINBOW PUBLIC SCHOOL,3530126,UTTARAKHAND,UDHAM SINGH NAGAR,PO RUDARPUR US NAGAR UTTRANCHAL,263153,91,principalrps@yahoo.com,http://www.jpsrudrapur.com,Senior Secondary
DAV PUBLIC SCHOOL,630102,HIMACHAL PRADESH,MANDI,SUNDER NAGAR DISTT MANDI HIMACHAL PRADEH,380061,01907,mohit_chug@yahoo.com,,Senior Secondary
ARMY PUBLIC SCHOOL,1780018,RAJASTHAN,ALWAR,PO ITARANA ALWAR RAJASTHAN,301023,01593,sharmavikas68@gmail.com,,Senior Secondary
LANCERS PUBLIC SCHOOL,2130673,UTTAR PRADESH,SAHARANPUR,SAHARANPUR ROAD VILLAGE SIKKA SHAMLI SHARANPUR UTTAR PRADESH,247776,01398,lancerspublicschool@rediffmail.com,http://www.doonpublicschool.org,Senior Secondary
ARMY PUBLIC SCHOOL,1180006,MAHARASHTRA,MUMBAI,NEAR INHS ASHVINI DR NANA BHOY MOOS ROAD COLABA  MUMBAI MAHARASHTRA,400005,022,armyschoolmumbai@gmail.com,,Senior Secondary
ARMY PUBLIC SCHOOL,780016,JAMMU & KASHMIR,JAMMU,B D BARI TEHSIL SAMBA DISTT JAMMU JAMMU & KASHMIR,181133,,apsbdbari@gmail.com,http://www.apsbdbari.org,Senior Secondary
GOVT SR SEC SCHOOL,2620025,CHANDIGARH,,DADU MAJRA COLONY SECTOR 38 W CHANDIGARH,160023,,gsss38west@yahoo.in,,Senior Secondary
GOVT GIRLS SEC SCHOOL,2768015,DELHI,,LINK ROAD PLOT NO 1 NEW DELHI,110005,,,,Secondary School
KAMARAJ ENG MED SCHOOL,2530006,ANDAMAN & NICOBAR,ANDAMAN,ABERDEEN BAZAR P B NO 157 PORT BLAIR A & N ISLANDS,,03192,beenasantosh2001@gmail.com,,Senior Secondary
TARAVATI PUBLIC SCHOOL,531362,HARYANA,KARNAL,VPO GARHI BIRBAL TEH INDRI DISTT KARNAL (HARYANA)-132041,132054,,rohillaanshulrohilla@gmail.com,,Secondary School
KRISTU RAJA PUBLIC SCHOOL,930988,KERALA,WAYANAD,"VELLARAMKUNNU,PUZHAMUDIP.O.,KALPETTA,WAYANAD",673121,,kristurajapublicschool@gmail.com,,Secondary School
RANI LAXMI BAI MEMORIAL SCHOOL,2130399,UTTAR PRADESH,LUCKNOW,"SECTOR-14, INDIRA NAGAR, LUCKNOW UTTAR PRADESH",226016,0522,rlb14inlko@gmail.com,,Senior Secondary
ROUNDTABLE 30 VIVEKANANDA VIDYALAYA,1930203,TAMILNADU,,MEPPUR SALAI AGARAMAL CHENNAI TAMIL NADU,602103,,apriyasudha@gmail.com,,Secondary School
DIVINE SAINIK SCHOOL,2131138,UTTAR PRADESH,VARANASI,"VIIL. SHIVDASPUR, POST MANDUADIH, LAHARTARA",221001,,divine_007@rediffmail.com,,Senior Secondary
GOVT SEC SCHOOL,1820135,SIKKIM,EAST DISTRICT,PADAMCHEY PO PACHAK EAST SIKKIM,737131,03592,loknathdhungel@gmail.com,khanisirbongwestsikkim.in,Secondary School
"SMT. KAMALABAI M. NIRANI RESIDENTIAL SCHOOL, MANTUR",830402,KARNATAKA,BAGALKOT,"SMT. KAMALABAI M. NIRANI RESIDENTIAL SCHOOL, MANTUR TQ. MUDHOL, DIST. BAGALKOT-587 121",587121,,kmnmantur@gmail.com,,Secondary School
EKLAVYA MODEL RESIDENTIAL SCHOOL,1520001,ODISHA,KEONJHAR,"AT/PO RANKI VIA OLD TOWN , DISTT. KEONIJHAR, ODISHA",758002,07252,emrsranki@gmail.com,,Senior Secondary
SHIKSHA BHARATI SECONDARY SCHOOL,3530285,UTTARAKHAND,UDHAM SINGH NAGAR,"NEAR DEGREE COLLEGE,KHATIMA,DISTT-U.S.NAGAR (U.K.)-262308",262308,01334,vinay_pandey1982@rediffmail.com,,Senior Secondary
DIVINE CHILD HIGH SCHOOL,430099,GUJARAT,SURAT,"NEAR NEW LIFE HOSPITAL, RAM CHOWK, GHOD DOD ROAD",140401,0261,hamanarsee@gmail.com,,Senior Secondary
SILIGURI MODEL HIGH SCHOOL,2430064,WEST BENGAL,SILIGURI,"MANGAL VIHAR GURUNG BASTI, PO PRADHAN NAGAR,  DISTT SILIGURI, WEST BENGAL",734403,0353,drssagsmhs@gmail.com,,Senior Secondary
GOVT SARVODAYA GIRLS SR SEC SCHOOL,2760017,DELHI,,KARALA DELHI,110081,011,1413078zone13@gmail.com,,Senior Secondary
THE S D VIDYA SCHOOL,530104,HARYANA,AMBALA,JAGADHARI AMBALA CANTT HARYANA,133001,171,director.sdvidya@gmail.com,http://dhdsdpublicschool.,Senior Secondary
JAWAHAR NAVODAYA VIDYALAYA,2040004,TRIPURA,NORTH TRIPURA,"VILL & PO  KHERENGJURI,  DHARMANAGAR, NORTH TRIPURA, TRIPURA-799262",799262,03822,rpkholwad74@gmail.com,,Senior Secondary
TINY TOTS SCHOOL,1730079,RAJASTHAN,BANSWARA,OLD RATLAM ROAD NEAR KAGDI PICK UP BANSWARA RAJASTHAN,327001,02962,ratnaiyerbsw@gmail.com,,Senior Secondary
GOVT. MODEL SCHOOL,1620006,PUNJAB,MANSA,"HIRON KALAN, BLOCK BHIKHI, DISTT. MANSA",151504,01652,khanna.ctse@gmail.com,,Senior Secondary
ST THOMAS ENGLISH MEDIUM SCHOOL,930660,KERALA,KOTTAYAM,"PALLICKAL, KATTANAM DISTT., KERALA",690503,0479,jaisythomaskattanam@gmail.com,,Senior Secondary
SIMIGO INTERNATIONAL SCHOOL,1630718,PUNJAB,FEROZEPUR,SITTO ROAD,152116,01884,simigoabohar@gmail.com,http://www.simigointschool.com,Senior Secondary
GREEN VALLEY INTERNATIONAL SCHOOL,330400,BIHAR,SAMASTIPUR,"VILL. & P.O- MALINAGAR, P.S- CHAKMEHSI",848125,0120,help.gvischool@gmail.com,,Senior Secondary
KALA NIKETAN INTERNATIONAL SCHOOL,2730653,DELHI,EAST DELHI,"MAIN ROAD , DDA RESI. COMPLEX , GAZIPUR",110096,0123,info@kalaniketanschool.in,http://www.kalaniketanschool.in,Senior Secondary
SARVODYA SENIOR SECONDARY SCHOOL,530568,HARYANA,JHAJJAR,V & PO KHANPUR KHURD TEH & DISTT JHAJJAR HARYANA,124142,1259,sumanmalikntpc@gmail.com,,Senior Secondary
BHAGIRATHI BAL SHIKSHA SEC SCHOOL,2730607,DELHI,EAST DELHI,"D-7/53, D BLOCK, GALI NO 7, DAYALPUR EXT. DELHI",110094,011,bhagirathi_secschool@yahoo.com,,Secondary School
SKV INTERNATIONAL SCHOOL,1930583,TAMILNADU,TIRUVANNAMALAI,"KEERANUR VILLAGE, MADHURA RAJAPALAYAM POST, TIRUVANNAMALAI",606755,,principal@skvinternationalschool.org,http://www.skv.com,Secondary School
APOLLO PUBLIC SCHOOL,1631184,PUNJAB,PATIALA,GHANOUR,140702,,apsghanourprincipal@gmail.com,http://www.apsghanour.nic.in,Secondary School
GLOBAL KNOWLEDGE PUBLIC SCHOOL,1130555,MAHARASHTRA,LATUR,"OPP. GOVT. COLONY, BARSHI ROAD, LATUR",413531,,gkpslatur@gmail.com,http://gkps.webs.com/,Secondary School
SRI GURU HARKRISHAN PUBLIC SCHOOL,1630346,PUNJAB,AMRITSAR,MANJWIND GOPAL PURA BATALA ROAD AMRITSAR PUNJAB,143505,0183,param_pm@yahoo.com,,Senior Secondary
AMRITA VIDYALAYAM,930308,KERALA,ERNAKULAM,"KUNNUMPURAM EDAPALLY NORTH DISTT ERNAKULAM, KERALA",682024,0484,avbhakthi@gmail.com,,Senior Secondary
PRINCE INTERNATIONAL SCHOOL,1730243,RAJASTHAN,JAIPUR,JAITPURA JAIPUR ROAD CHOMU DISTT JAIPUR RAJ,303704,01423,pjetpura@gmail.com,,Senior Secondary
